Title: ECSA-IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh.14Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
740              1.80    1.20         12.20    12.40    25.00   3.80       3.80       4.00  11.40   3.40        14.60            3.20           3.00        6.40       2.20           4.20        1.00     0.60         6.40
745              1.00    2.20         12.40    10.40    24.00   3.20       2.60       2.00  10.40   2.60        12.40            2.80           3.20        5.40       2.00           1.80        1.00     1.20         4.40
750              1.40    1.80         10.80     7.80    24.60   4.00       3.20       3.20  11.40   2.40        11.00            3.20           1.80        5.60       0.80           3.00        1.40     1.40         4.60
755              0.80    1.40         13.80     9.00    17.00   2.20       2.00       1.80  11.00   3.20         9.20            2.00           3.20        3.00       1.00           2.40        1.20     1.00         2.40
760              0.40    0.80         12.00     8.20    26.40   2.80       1.80       3.40  10.20   2.00         8.80            1.60           2.20        3.40       0.60           3.00        2.00     2.40         3.80
765              2.00    1.40         15.20    11.40    30.60   4.20       3.40       4.80  13.20   4.80        13.20            4.40           4.60        5.00       1.20           4.60        1.40     1.40         5.20
770              0.80    0.80         13.20    10.80    21.00   4.80       3.80       2.60  12.40   3.00        13.20            3.40           3.40        3.80       1.20           2.80        1.00     0.80         4.00
775              1.80    0.80         10.00     9.20    24.80   2.00       3.40       3.40   8.40   3.40        10.80            3.80           2.80        3.80       1.20           3.40        1.40     1.20         4.00
780              2.40    1.20         12.00    13.00    22.60   2.20       4.80       2.60  12.60   3.00        13.20            4.20           3.20        5.20       2.60           2.80        1.00     1.00         5.40
785              0.60    2.00         10.40     7.20    13.80   1.20       1.00       2.00   8.00   2.40         8.40            1.00           2.60        4.20       1.00           2.00        0.80     0.80         3.60
