Title: ECSA-7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD.19F


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
610              1.80    2.20         18.20    12.20    36.80   4.80       3.20       5.20  16.20   5.80        17.80            3.40           5.40        6.40       1.60           5.20        1.20     1.40         6.80
615              1.20    2.20         19.00    13.20    36.40   4.00       4.00       5.60  17.80   4.00        15.80            3.20           4.80        6.20       1.40           6.00        2.60     2.60         6.80
620              2.20    1.00         16.80    16.00    37.80   4.40       4.60       5.00  15.20   6.20        19.20            5.60           5.00        7.80       2.80           5.00        1.80     2.00         6.20
625              2.40    1.60         18.40    16.00    35.20   4.40       4.80       4.60  15.20   3.60        18.20            5.00           5.20        5.60       1.40           4.40        1.00     0.80         8.20
630              1.40    2.00         18.80    12.00    36.00   4.80       3.60       3.60  18.80   4.80        17.00            3.20           4.20        6.80       1.60           3.80        1.80     2.40         4.60
635              1.00    1.80         21.00    13.80    34.60   5.80       3.60       6.00  19.00   4.60        14.60            2.80           3.20        5.60       1.60           5.60        2.20     1.80         6.00
640              2.40    1.80         17.60    12.60    33.80   5.00       2.60       5.40  15.60   7.00        13.00            3.60           7.40        7.00       1.60           6.00        1.20     1.40         6.00
645              1.60    1.80         16.20    13.80    36.40   3.40       5.80       5.60  13.00   4.60        20.40            4.40           5.40        5.80       2.00           4.20        2.60     2.20         7.80
650              1.80    2.00         16.60    18.60    36.20   3.40       4.00       3.60  16.80   5.20        21.60            4.60           4.60        7.20       2.60           5.40        1.00     1.20         9.00
655              1.40    2.00         18.00    16.20    35.60   6.80       3.20       4.20  15.60   3.80        19.20            3.20           4.00        8.20       3.40           3.80        2.20     2.00         8.60
660              1.80    2.80         19.00    13.40    36.80   2.60       4.20       4.60  14.80   3.80        14.20            4.40           4.40        8.20       2.60           3.80        2.60     3.00         5.40
665              2.60    3.60         15.00    16.40    35.60   2.60       5.40       4.80  12.40   4.60        20.00            5.00           4.40        7.80       3.00           5.60        2.80     2.80         7.20
670              2.40    2.40         16.80    16.40    34.60   3.40       3.40       4.80  13.60   5.00        18.40            3.40           4.20        6.40       1.80           4.80        3.60     3.40         7.80
675              3.20    2.00         19.40    19.20    35.80   5.00       4.00       3.60  17.60   4.00        18.60            5.60           5.40        6.80       1.40           2.60        2.20     2.20         5.80
680              2.80    1.60         16.40    12.60    34.80   4.40       6.00       4.20  15.20   4.80        16.40            5.00           3.40        5.60       2.00           5.60        2.20     2.00         5.60
685              2.20    2.40         21.40    17.40    38.80   4.80       4.00       5.60  20.60   4.40        19.00            3.20           5.40        6.40       1.60           4.00        1.00     1.80         5.40
690              2.00    0.60         18.80    11.80    33.20   4.40       4.80       6.20  15.20   5.00        14.40            5.20           4.20        6.00       1.80           6.20        2.20     1.40         7.00
695              1.40    2.40         16.00    16.00    36.80   4.60       4.00       3.40  14.20   5.80        20.60            4.20           6.20        5.40       1.80           4.40        1.60     1.60         6.80
700              1.60    2.20         18.00    14.80    34.20   4.80       3.80       4.00  16.80   3.40        18.00            3.20           4.20        8.20       2.40           3.60        1.80     2.00         7.60
705              2.20    2.00         20.00    14.80    36.80   4.80       3.40       5.20  17.80   3.80        16.00            4.80           3.40        8.60       2.60           4.80        2.60     2.80         7.20
710              2.20    2.80         17.00    13.00    35.00   4.20       5.40       3.80  14.80   5.00        18.00            4.40           4.80        6.60       2.40           5.00        1.80     1.60         6.00
715              2.00    2.80         16.80    15.40    34.20   3.00       3.80       5.60  13.80   6.40        17.20            3.80           6.20        5.40       1.60           5.20        2.80     3.60         6.60
720              2.60    1.20         17.40    18.40    37.80   4.00       4.20       5.20  15.20   3.40        20.40            4.00           4.00        6.00       2.20           4.20        2.60     1.60         8.80
725              3.00    2.20         18.20    16.80    37.40   3.60       3.80       5.00  15.20   5.20        18.20            4.20           4.60        9.40       4.20           6.00        1.20     1.80         6.60
730              1.40    3.20         19.20    15.20    37.00   4.80       3.20       5.40  17.80   5.80        17.40            3.00           6.00        6.80       0.60           5.40        2.60     2.20         6.80
735              1.80    2.20         16.80    13.20    36.00   4.00       5.00       4.80  13.40   5.00        19.00            4.40           4.40        7.80       3.00           4.60        3.00     2.80         8.40
740              2.80    1.40         17.00    17.80    34.00   3.20       4.00       4.40  14.80   4.60        19.00            4.80           5.00        6.60       1.80           5.00        1.40     2.00         7.00
745              2.60    3.40         16.20    16.40    36.00   4.80       3.60       3.60  14.20   3.80        18.60            3.80           3.60        7.20       3.00           3.20        2.40     2.60         6.20
750              1.80    1.60         17.00    14.20    32.20   5.20       4.60       4.00  16.00   4.40        16.60            3.80           4.80        6.80       2.60           4.80        2.80     2.80         6.60
755              2.60    2.80         18.00    15.20    38.60   4.80       5.20       4.20  18.60   4.00        16.20            5.00           4.60        6.80       0.80           4.00        2.40     1.60         6.20
760              2.20    1.60         20.00    16.20    32.60   3.80       4.20       4.40  14.20   3.60        18.00            5.20           3.00        5.20       2.60           3.20        2.20     2.60         5.20
765              2.60    2.00         18.80    14.80    38.60   3.60       4.40       5.40  15.20   5.80        16.60            4.00           5.40        6.00       2.00           5.60        1.80     1.60         7.00
770              2.40    2.40         15.60    16.00    36.00   4.80       4.20       5.80  14.00   5.60        20.00            5.00           6.20        7.60       2.00           6.20        1.80     2.20         8.20
775              1.60    1.60         15.80    16.60    34.80   4.00       4.40       3.00  14.40   4.00        18.40            4.20           3.80        6.20       3.00           3.60        2.60     2.00         8.00
780              2.00    2.80         17.20    15.60    35.00   4.00       5.60       3.80  16.00   3.00        18.20            4.80           3.60        8.20       2.20           2.60        1.60     1.80         5.80
785              1.40    2.60         21.00    14.20    35.20   4.80       3.00       4.80  17.20   4.20        15.40            3.40           3.60        6.60       1.60           5.00        2.40     2.60         5.60
790              2.60    1.60         18.80    14.60    34.00   4.40       4.40       5.20  15.20   5.40        16.60            4.40           4.80        5.40       1.80           5.20        3.80     3.20         5.40
795              3.40    2.00         15.60    15.60    36.00   3.20       4.80       3.80  14.60   4.20        19.60            5.20           4.40        7.40       1.60           4.00        1.00     1.40         6.60
800              1.80    1.20         15.60    13.40    30.40   3.20       5.40       5.20  15.40   4.80        14.60            4.20           5.20        5.20       2.60           5.00        1.80     1.40         6.20
805              1.40    2.40         17.60    16.20    38.00   4.40       2.60       5.40  18.40   5.40        17.80            3.20           5.80        5.80       1.00           6.00        0.80     1.80         6.80
810              2.00    1.80         18.60    12.00    34.60   4.00       4.00       4.60  13.80   4.40        17.20            3.80           4.40        7.20       2.00           4.80        3.20     2.40         6.80
815              1.20    1.60         16.60    16.20    35.60   3.60       3.40       5.80  15.20   6.00        19.40            3.40           4.40        6.80       3.00           4.60        1.00     1.40         8.40
